Courier_id,Location_id,Stop_Type,Arrival_time,Departure_time,Amount,Order_id
D0113,B5054,ecommerce_delivery,482,515,90,F4110
D0113,B2155,ecommerce_delivery,528,554,48,F5589
D0113,S165,shop,563,572,2,E1700
D0113,B3016,ecommerce_delivery,574,602,59,F3993
D0113,B4541,ecommerce_delivery,608,639,74,F6283
D0121,A043,site,0,0,0,
D0121,B1006,ecommerce_delivery,11,35,40,F0018
D0121,B5860,ecommerce_delivery,37,60,37,F0051
D0121,B1286,ecommerce_delivery,74,106,82,F0619
D0121,B0372,ecommerce_delivery,117,152,99,F6265
D0121,B1115,ecommerce_delivery,164,199,94,F4038
D0121,B7609,ecommerce_delivery,208,236,57,F5108
D0121,B2129,ecommerce_delivery,253,281,57,F4277
D0121,B6901,ecommerce_delivery,320,344,41,F4520
D0121,B5818,ecommerce_delivery,355,373,18,F3683
D0121,B7890,ecommerce_delivery,419,447,61,F1971
D0121,B4722,ecommerce_delivery,466,481,13,F9025
D0121,B8448,ecommerce_delivery,492,518,50,F0926
D0121,B1230,ecommerce_delivery,520,552,84,F0887
D0121,B8749,ecommerce_delivery,569,592,36,F2137
D0129,A026,site,0,0,0,
D0129,B8047,ecommerce_delivery,83,101,21,F2413
D0129,B0269,ecommerce_delivery,105,130,46,F0205
D0129,B1589,ecommerce_delivery,145,175,73,F0223
D0129,B4181,ecommerce_delivery,222,255,90,F1936
D0129,B5866,ecommerce_delivery,267,301,99,F4304
D0129,B1102,ecommerce_delivery,305,336,71,F4700
D0129,B3175,ecommerce_delivery,340,367,55,F4709
D0129,B6085,ecommerce_delivery,370,390,25,F4727
D0129,B1663,ecommerce_delivery,403,435,83,F5584
D0129,B6838,ecommerce_delivery,450,484,90,F4079
D0129,S201,shop,496,507,3,E1829
D0129,B3591,ecommerce_delivery,510,540,72,F6279
D0129,B5530,ecommerce_delivery,554,578,41,F3905
D0137,A091,site,0,0,0,
D0137,B2212,ecommerce_delivery,13,30,16,F4489
D0137,B7347,ecommerce_delivery,50,70,25,F3246
D0137,B1534,ecommerce_delivery,72,98,46,F3143
D0137,B4631,ecommerce_delivery,153,180,56,F0867
D0137,B8898,ecommerce_delivery,212,246,97,F0130
D0137,B3145,ecommerce_delivery,248,268,25,F0096
D0137,B7984,ecommerce_delivery,283,310,51,F1972
D0137,B1297,ecommerce_delivery,313,341,63,F1903
D0137,B2740,ecommerce_delivery,361,387,49,F3990
D0137,B2450,ecommerce_delivery,398,429,78,F4047
D0137,B4002,ecommerce_delivery,453,468,11,F4287
D0137,B5017,ecommerce_delivery,477,506,66,F4723
D0137,B3431,ecommerce_delivery,524,551,54,F5599
D0137,B4952,ecommerce_delivery,570,590,28,F6285
D0137,S128,shop,610,619,2,E1529
D0145,A058,site,0,0,0,
D0145,B0742,ecommerce_delivery,38,65,54,F4697
D0145,B7505,ecommerce_delivery,72,107,97,F4736
D0145,B3150,ecommerce_delivery,109,139,68,F4708
D0145,B8380,ecommerce_delivery,164,185,27,F1759
D0145,B2243,ecommerce_delivery,191,209,19,F1704
D0145,B2221,ecommerce_delivery,221,253,85,F0835
D0145,B7718,ecommerce_delivery,260,288,62,F5641
D0145,B4932,ecommerce_delivery,297,328,74,F4145
D0145,B1035,ecommerce_delivery,333,350,18,F2246
D0145,B7289,ecommerce_delivery,360,381,31,F2299
D0145,B3327,ecommerce_delivery,409,436,53,F3293
D0145,B0168,ecommerce_delivery,461,492,74,F3867
D0145,B4390,ecommerce_delivery,506,537,76,F4003
D0145,B2373,ecommerce_delivery,553,585,84,F0093
D0145,B3626,ecommerce_delivery,605,628,38,F6507
D0153,A111,site,0,0,0,
D0153,B6512,ecommerce_delivery,33,63,71,F3781
D0153,B3100,ecommerce_delivery,66,83,15,F0896
D0153,B6706,ecommerce_delivery,110,136,46,F2100
D0153,B3544,ecommerce_delivery,170,191,26,F4654
D0153,B7369,ecommerce_delivery,217,248,75,F1967
D0153,B6009,ecommerce_delivery,270,297,55,F0913
D0153,B7770,ecommerce_delivery,329,361,84,F0069
D0153,B7153,ecommerce_delivery,375,400,48,F0639
D0153,B5601,ecommerce_delivery,410,444,96,F6287
D0153,B3526,ecommerce_delivery,483,516,91,F4284
D0153,B2339,ecommerce_delivery,533,549,15,F5073
D0153,B0779,ecommerce_delivery,563,588,42,F3981
D0153,B4808,ecommerce_delivery,590,625,96,F4007
D0153,B3551,ecommerce_delivery,633,660,58,F5603
D0161,A091,site,0,0,0,
D0161,B3939,ecommerce_delivery,11,27,13,F4501
D0161,B4731,ecommerce_delivery,62,88,51,F4718
D0161,B1593,ecommerce_delivery,106,138,85,F5583
D0161,B8403,ecommerce_delivery,155,175,25,F1760
D0161,B0468,ecommerce_delivery,178,210,82,F1688
D0161,B3932,ecommerce_delivery,213,233,27,F4106
D0161,B0251,ecommerce_delivery,264,288,37,F3868
D0161,B6522,ecommerce_delivery,289,317,56,F3912
D0161,B4853,ecommerce_delivery,335,363,57,F3304
D0161,B8597,ecommerce_delivery,394,416,34,F2309
D0161,B1294,ecommerce_delivery,418,446,61,F2248
D0161,B1950,ecommerce_delivery,460,488,62,F0834
D0161,B3290,ecommerce_delivery,512,546,91,F0098
D0161,B6928,ecommerce_delivery,551,586,95,F6297
D0161,S214,shop,588,596,1,E1965
D0169,A092,site,0,0,0,
D0169,B5004,ecommerce_delivery,30,61,72,F0045
D0169,B6013,ecommerce_delivery,69,98,68,F6251
D0169,B7075,ecommerce_delivery,156,180,39,F0290
D0169,B0641,ecommerce_delivery,217,247,67,F4633
D0169,B6558,ecommerce_delivery,269,288,22,F3688
D0169,B3209,ecommerce_delivery,321,344,34,F3172
D0169,B8974,ecommerce_delivery,387,416,65,F1985
D0169,B2724,ecommerce_delivery,418,443,44,F1917
D0169,B6614,ecommerce_delivery,458,487,63,F4238
D0169,B2213,ecommerce_delivery,502,533,77,F4046
D0169,B3678,ecommerce_delivery,543,573,70,F5081
D0169,S306,shop,628,638,3,E2462
D0177,A107,site,0,0,0,
D0177,B3733,ecommerce_delivery,17,42,46,F2049
D0177,B7686,ecommerce_delivery,59,82,35,F0920
D0177,B7642,ecommerce_delivery,103,135,82,F6300
D0177,B7624,ecommerce_delivery,144,172,57,F0124
D0177,B1167,ecommerce_delivery,181,210,68,F4039
D0177,B7162,ecommerce_delivery,216,241,44,F1963
D0177,B1218,ecommerce_delivery,249,273,43,F4226
D0177,B1345,ecommerce_delivery,279,314,98,F0859
D0177,B7567,ecommerce_delivery,359,373,10,F3695
D0177,B4433,ecommerce_delivery,381,398,16,F4508
D0177,B8684,ecommerce_delivery,439,465,50,F4743
D0177,B6031,ecommerce_delivery,484,504,23,F5624
D0177,B5204,ecommerce_delivery,541,562,31,F0047
D0185,A002,site,0,0,0,
D0185,B0420,ecommerce_delivery,7,30,36,F0013
D0185,B5825,ecommerce_delivery,34,65,75,F0050
D0185,B6564,ecommerce_delivery,79,110,71,F0634
D0185,B8810,ecommerce_delivery,115,148,90,F3927
D0185,B2812,ecommerce_delivery,181,206,44,F4136
D0185,B4849,ecommerce_delivery,240,270,69,F5089
D0185,B8681,ecommerce_delivery,288,317,62,F1980
D0185,B5688,ecommerce_delivery,340,366,48,F4670
D0185,B8331,ecommerce_delivery,401,426,47,F2127
D0185,B6786,ecommerce_delivery,450,480,69,F3784
D0185,B5614,ecommerce_delivery,486,519,90,F0911
D0185,B1621,ecommerce_delivery,522,546,39,F0890
D0185,B3886,ecommerce_delivery,564,596,81,F6246
D0185,S366,shop,598,606,1,E2809
D0193,A120,site,0,0,0,
D0193,B8103,ecommerce_delivery,121,144,34,F0199
D0193,B0133,ecommerce_delivery,159,188,67,F4694
D0193,B6992,ecommerce_delivery,199,219,23,F4732
D0193,B2599,ecommerce_delivery,221,246,47,F4707
D0193,B9153,ecommerce_delivery,266,288,32,F1766
D0193,B8986,ecommerce_delivery,301,333,78,F4123
D0193,B0962,ecommerce_delivery,346,373,56,F5579
D0193,B6132,ecommerce_delivery,385,416,75,F2288
D0193,B8406,ecommerce_delivery,429,458,62,F3923
D0193,B9088,ecommerce_delivery,480,510,65,F3331
D0193,B4080,ecommerce_delivery,515,538,39,F3301
D0193,B5945,ecommerce_delivery,574,608,99,F6288
D0193,S214,shop,609,617,1,E1962
D0201,A121,site,0,0,0,
D0201,B5900,ecommerce_delivery,10,38,56,F0113
D0201,B8881,ecommerce_delivery,49,68,24,F4093
D0201,B4869,ecommerce_delivery,88,106,18,F2070
D0201,B7741,ecommerce_delivery,148,173,45,F4682
D0201,B7572,ecommerce_delivery,204,238,93,F4312
D0201,B9208,ecommerce_delivery,253,274,31,F5121
D0201,B1285,ecommerce_delivery,307,337,68,F1694
D0201,B3338,ecommerce_delivery,351,375,43,F0839
D0201,B4463,ecommerce_delivery,400,424,41,F3894
D0201,B6724,ecommerce_delivery,445,473,57,F3319
D0201,B1848,ecommerce_delivery,496,529,86,F0023
D0201,B5308,ecommerce_delivery,535,565,69,F6249
D0201,S369,shop,566,574,1,E2822
D0209,A003,site,0,0,0,
D0209,B6604,ecommerce_delivery,13,37,40,F6295
D0209,B7397,ecommerce_delivery,48,78,69,F3917
D0209,B8274,ecommerce_delivery,98,119,27,F4463
D0209,B3667,ecommerce_delivery,130,162,82,F0037
D0209,B3655,ecommerce_delivery,188,217,62,F3766
D0209,B8330,ecommerce_delivery,241,265,40,F2126
D0209,B2334,ecommerce_delivery,290,305,12,F0232
D0209,B2793,ecommerce_delivery,344,374,68,F1919
D0209,B8490,ecommerce_delivery,375,403,57,F1978
D0209,B7586,ecommerce_delivery,436,463,53,F4738
D0209,B6949,ecommerce_delivery,471,490,19,F4116
D0209,B2328,ecommerce_delivery,505,528,37,F5591
D0209,S142,shop,534,542,1,E1595
D0217,A104,site,0,0,0,
D0217,B5038,ecommerce_delivery,33,63,70,F0046
D0217,B1005,ecommerce_delivery,74,107,92,F0618
D0217,B0805,ecommerce_delivery,133,166,83,F0884
D0217,B8647,ecommerce_delivery,167,201,98,F0927
D0217,B5064,ecommerce_delivery,229,251,33,F2075
D0217,B0611,ecommerce_delivery,254,283,62,F1998
D0217,B9083,ecommerce_delivery,337,370,88,F4029
D0217,B0111,ecommerce_delivery,388,416,59,F6481
D0217,B2646,ecommerce_delivery,436,466,71,F4281
D0217,B7269,ecommerce_delivery,486,514,63,F3691
D0217,B8809,ecommerce_delivery,528,551,36,F4539
D0217,B7400,ecommerce_delivery,581,603,32,F4735
D0217,S101,shop,626,634,1,E1436
D0217,B5234,ecommerce_delivery,637,669,84,F5613
D0225,A056,site,0,0,0,
D0225,B4984,ecommerce_delivery,33,60,56,F0907
D0225,B4131,ecommerce_delivery,71,99,54,F4232
D0225,B4871,ecommerce_delivery,108,136,58,F2071
D0225,B2551,ecommerce_delivery,178,200,33,F4647
D0225,B7329,ecommerce_delivery,221,248,54,F3692
D0225,B7868,ecommerce_delivery,290,322,79,F5111
D0225,B6997,ecommerce_delivery,335,364,66,F1962
D0225,B0517,ecommerce_delivery,373,401,59,F4034
D0225,B3152,ecommerce_delivery,411,443,83,F0097
D0225,B4001,ecommerce_delivery,449,459,2,F9022
D0225,B8669,ecommerce_delivery,465,495,67,F0647
D0225,B1111,ecommerce_delivery,505,531,51,F6269
D0225,S214,shop,534,542,1,E1964
D0233,A043,site,0,0,0,
D0233,B1354,ecommerce_delivery,1,34,85,F3877
D0233,B1017,ecommerce_delivery,44,74,72,F0019
D0233,B9186,ecommerce_delivery,78,110,80,F0077
D0233,B8096,ecommerce_delivery,122,148,48,F0643
D0233,B3709,ecommerce_delivery,172,201,66,F4054
D0233,B5759,ecommerce_delivery,213,243,71,F5097
D0233,B6091,ecommerce_delivery,262,289,51,F4306
D0233,B5778,ecommerce_delivery,321,335,10,F4671
D0233,B1232,ecommerce_delivery,372,403,73,F2008
D0233,B7606,ecommerce_delivery,407,438,76,F2114
D0233,B1968,ecommerce_delivery,475,502,54,F0891
D0233,B6179,ecommerce_delivery,507,541,90,F0914
D0233,B4324,ecommerce_delivery,553,573,23,F7302
D0233,B3530,ecommerce_delivery,575,601,50,F6244
D0241,A053,site,0,0,0,
D0241,B4513,ecommerce_delivery,48,72,41,F1723
D0241,B6080,ecommerce_delivery,91,118,51,F0848
D0241,B7054,ecommerce_delivery,130,157,55,F5636
D0241,B1600,ecommerce_delivery,167,196,62,F3985
D0241,B6710,ecommerce_delivery,202,234,80,F0119
D0241,B7677,ecommerce_delivery,262,288,52,F3790
D0241,B0041,ecommerce_delivery,290,315,48,F3746
D0241,B6506,ecommerce_delivery,331,352,28,F2097
D0241,B4289,ecommerce_delivery,382,410,56,F4060
D0241,B1660,ecommerce_delivery,416,444,62,F5068
D0241,B0553,ecommerce_delivery,453,487,91,F6486
D0241,B4083,ecommerce_delivery,498,506,1,F4288
D0241,B7682,ecommerce_delivery,517,540,38,F4313
D0241,B4285,ecommerce_delivery,563,584,31,F4660
D0249,A124,site,0,0,0,
D0249,B1374,ecommerce_delivery,38,70,82,F0084
D0249,B3243,ecommerce_delivery,87,109,30,F5596
D0249,B3009,ecommerce_delivery,120,143,39,F5076
D0249,B5227,ecommerce_delivery,174,205,73,F0188
D0249,B6036,ecommerce_delivery,242,267,47,F1737
D0249,B2295,ecommerce_delivery,284,307,37,F4103
D0249,B3189,ecommerce_delivery,325,350,45,F2264
D0249,B6914,ecommerce_delivery,364,388,41,F3914
D0249,B1749,ecommerce_delivery,414,442,63,F3285
D0249,B7944,ecommerce_delivery,444,470,49,F3325
D0249,B4625,ecommerce_delivery,475,503,61,F4441
D0249,B2005,ecommerce_delivery,536,569,89,F6272
D0249,S214,shop,598,606,1,E1961
D0257,A068,site,0,0,0,
D0257,B4141,ecommerce_delivery,112,137,43,F2056
D0257,B3619,ecommerce_delivery,152,172,26,F0247
D0257,B3228,ecommerce_delivery,213,221,1,F1924
D0257,B4638,ecommerce_delivery,224,254,67,F1940
D0257,B6883,ecommerce_delivery,287,308,28,F3689
D0257,B2125,ecommerce_delivery,338,364,52,F4705
D0257,B4813,ecommerce_delivery,366,396,70,F4719
D0257,B0275,ecommerce_delivery,400,428,61,F4695
D0257,B7209,ecommerce_delivery,460,483,35,F4155
D0257,B2023,ecommerce_delivery,497,527,68,F5588
D0257,B7235,ecommerce_delivery,534,560,48,F4017
D0257,B6832,ecommerce_delivery,575,605,69,F6296
D0257,S244,shop,606,614,1,E2098
D0265,A004,site,0,0,0,
D0265,B6249,ecommerce_delivery,2,21,22,F0153
D0265,B3468,ecommerce_delivery,42,66,39,F0035
D0265,B4155,ecommerce_delivery,86,113,54,F6282
D0265,B8925,ecommerce_delivery,125,153,62,F4025
D0265,B7084,ecommerce_delivery,176,199,35,F4241
D0265,B6063,ecommerce_delivery,217,243,47,F2093
D0265,B1667,ecommerce_delivery,255,284,63,F0862
D0265,B3011,ecommerce_delivery,324,345,26,F3668
D0265,B7941,ecommerce_delivery,359,378,22,F4528
D0265,B0503,ecommerce_delivery,427,453,52,F1896
D0265,B3907,ecommerce_delivery,454,483,63,F1933
D0265,B2460,ecommerce_delivery,508,539,73,F5593
D0265,S145,shop,548,556,1,E1613
D0273,A021,site,0,0,0,
D0273,B2501,ecommerce_delivery,62,95,85,F0172
D0273,B0546,ecommerce_delivery,99,120,28,F0162
D0273,B1253,ecommerce_delivery,160,194,91,F1693
D0273,B0403,ecommerce_delivery,208,236,59,F4095
D0273,B3478,ecommerce_delivery,261,285,37,F5079
D0273,B6302,ecommerce_delivery,299,327,60,F6293
D0273,B5716,ecommerce_delivery,365,390,43,F4445
D0273,B6352,ecommerce_delivery,396,423,53,F3312
D0273,B1507,ecommerce_delivery,449,481,81,F3880
D0273,B1458,ecommerce_delivery,486,508,35,F2249
D0273,B8596,ecommerce_delivery,510,541,73,F2308
D0273,B1316,ecommerce_delivery,549,579,69,F5582
D0273,S136,shop,583,594,4,E1577
D0281,A033,site,0,0,0,
D0281,B7923,ecommerce_delivery,69,97,55,F4684
D0281,B7989,ecommerce_delivery,130,151,27,F5113
D0281,B4603,ecommerce_delivery,191,216,48,F1724
D0281,B1120,ecommerce_delivery,233,263,69,F4129
D0281,B3819,ecommerce_delivery,271,303,83,F0840
D0281,B0475,ecommerce_delivery,315,340,41,F2243
D0281,B7880,ecommerce_delivery,349,375,51,F2304
D0281,B7287,ecommerce_delivery,387,418,73,F3916
D0281,B5133,ecommerce_delivery,435,462,50,F3306
D0281,B0757,ecommerce_delivery,477,499,32,F3872
D0281,B4634,ecommerce_delivery,522,539,16,F7305
D0281,B0028,ecommerce_delivery,546,573,57,F6233
D0281,B4639,ecommerce_delivery,594,624,67,F0105
D0289,A123,site,0,0,0,
D0289,B6748,ecommerce_delivery,49,69,26,F4676
D0289,B7396,ecommerce_delivery,100,117,17,F3694
D0289,B0328,ecommerce_delivery,121,136,11,F3661
D0289,B8102,ecommerce_delivery,176,209,87,F4315
D0289,B0321,ecommerce_delivery,231,265,91,F0855
D0289,B0922,ecommerce_delivery,278,301,35,F1999
D0289,B2609,ecommerce_delivery,304,333,61,F2028
D0289,B8438,ecommerce_delivery,355,388,87,F0925
D0289,B4705,ecommerce_delivery,400,435,99,F4062
D0289,B6171,ecommerce_delivery,441,472,73,F0115
D0289,B8374,ecommerce_delivery,493,522,59,F5128
D0289,B2374,ecommerce_delivery,529,562,86,F6242
D0289,S373,shop,564,572,1,E2830
D0297,A116,site,0,0,0,
D0297,B3802,ecommerce_delivery,88,115,55,F4656
D0297,B3673,ecommerce_delivery,136,163,54,F0177
D0297,B2183,ecommerce_delivery,165,190,42,F0170
D0297,B4244,ecommerce_delivery,209,240,79,F4289
D0297,B3725,ecommerce_delivery,253,270,15,F5082
D0297,B4361,ecommerce_delivery,308,336,57,F1722
D0297,B5077,ecommerce_delivery,380,409,65,F2278
D0297,B3581,ecommerce_delivery,447,472,46,F3296
D0297,B1392,ecommerce_delivery,499,528,61,F3878
D0297,B5958,ecommerce_delivery,545,573,61,F6290
D0297,S164,shop,579,588,2,E1670
D0297,B5385,ecommerce_delivery,594,618,42,F5616
D0297,B8752,ecommerce_delivery,629,663,92,F4024
D0305,A073,site,0,0,0,
D0305,B2004,ecommerce_delivery,12,39,56,F0024
D0305,B6877,ecommerce_delivery,42,76,92,F0059
D0305,B7583,ecommerce_delivery,84,112,57,F0642
D0305,B7867,ecommerce_delivery,145,175,71,F0921
D0305,B3355,ecommerce_delivery,176,197,27,F0898
D0305,B0451,ecommerce_delivery,215,243,62,F1993
D0305,B2273,ecommerce_delivery,247,272,43,F2023
D0305,B1682,ecommerce_delivery,326,354,58,F3663
D0305,B1265,ecommerce_delivery,369,396,50,F4481
D0305,B4167,ecommerce_delivery,430,462,81,F4714
D0305,B7425,ecommerce_delivery,473,498,46,F4118
D0305,B2321,ecommerce_delivery,512,541,65,F5590
D0305,B4452,ecommerce_delivery,558,584,49,F4004
D0305,B1949,ecommerce_delivery,615,640,44,F6393
D0313,A055,site,0,0,0,
D0313,B1645,ecommerce_delivery,45,62,17,F4702
D0313,B3479,ecommerce_delivery,65,86,31,F4710
D0313,B1376,ecommerce_delivery,89,103,9,F4701
D0313,B4982,ecommerce_delivery,104,127,33,F4722
D0313,B3786,ecommerce_delivery,141,160,23,F1714
D0313,B9102,ecommerce_delivery,168,193,43,F1765
D0313,B9059,ecommerce_delivery,200,229,67,F4166
D0313,B3438,ecommerce_delivery,247,273,52,F5601
D0313,B5396,ecommerce_delivery,282,312,73,F0843
D0313,B2908,ecommerce_delivery,333,355,32,F2261
D0313,B1492,ecommerce_delivery,362,387,43,F3879
D0313,B0612,ecommerce_delivery,404,428,42,F3278
D0313,B5498,ecommerce_delivery,432,459,53,F3308
D0313,B5951,ecommerce_delivery,498,525,53,F6289
D0313,S165,shop,532,541,2,E1688
D0313,B7826,ecommerce_delivery,542,568,51,F4021
D0313,B4662,ecommerce_delivery,579,613,90,F0106
D0321,A005,site,0,0,0,
D0321,B6803,ecommerce_delivery,6,36,73,F0194
D0321,B5737,ecommerce_delivery,65,92,52,F1734
D0321,B7784,ecommerce_delivery,130,159,67,F4314
D0321,B5591,ecommerce_delivery,184,202,19,F4669
D0321,B3018,ecommerce_delivery,235,252,16,F5077
D0321,B6904,ecommerce_delivery,266,294,58,F4080
D0321,B1554,ecommerce_delivery,304,333,64,F0085
D0321,B5121,ecommerce_delivery,350,377,54,F5612
D0321,B3506,ecommerce_delivery,388,420,77,F2265
D0321,B5196,ecommerce_delivery,440,468,59,F3900
D0321,B0031,ecommerce_delivery,470,488,19,F3866
D0321,B2497,ecommerce_delivery,502,518,13,F6402
D0321,B3252,ecommerce_delivery,525,553,58,F3292
D0329,A124,site,0,0,0,
D0329,B4626,ecommerce_delivery,25,55,74,F4663
D0329,B6930,ecommerce_delivery,91,112,29,F5104
D0329,B4809,ecommerce_delivery,127,153,51,F4293
D0329,B3110,ecommerce_delivery,171,195,41,F6502
D0329,B9143,ecommerce_delivery,210,233,35,F5651
D0329,B6104,ecommerce_delivery,243,270,51,F0849
D0329,B5503,ecommerce_delivery,297,325,59,F3903
D0329,B0344,ecommerce_delivery,364,398,92,F3747
D0329,B8853,ecommerce_delivery,408,433,47,F2139
D0329,B6955,ecommerce_delivery,459,483,39,F0121
D0329,B1688,ecommerce_delivery,486,514,62,F0086
D0329,B2099,ecommerce_delivery,548,565,15,F4101
D0329,B4182,ecommerce_delivery,581,601,27,F1719
D0337,A029,site,0,0,0,
D0337,B1794,ecommerce_delivery,43,71,61,F3987
D0337,B6590,ecommerce_delivery,83,108,46,F5101
D0337,B4735,ecommerce_delivery,148,168,25,F3197
D0337,B7661,ecommerce_delivery,172,191,23,F3254
D0337,B7543,ecommerce_delivery,232,262,69,F4525
D0337,B1691,ecommerce_delivery,294,323,62,F4273
D0337,B8738,ecommerce_delivery,337,365,57,F1981
D0337,B3903,ecommerce_delivery,375,402,51,F4056
D0337,B1577,ecommerce_delivery,427,454,52,F0889
D0337,B7464,ecommerce_delivery,457,483,50,F0919
D0337,B5691,ecommerce_delivery,510,541,74,F0632
D0337,B6932,ecommerce_delivery,549,576,53,F0061
D0337,B3519,ecommerce_delivery,594,621,52,F6243
D0337,B7560,ecommerce_delivery,628,637,2,F7317
D0345,A048,site,0,0,0,
D0345,B1441,ecommerce_delivery,19,52,89,F4098
D0345,B2346,ecommerce_delivery,96,116,25,F4491
D0345,B3533,ecommerce_delivery,144,172,58,F4712
D0345,B2954,ecommerce_delivery,208,234,49,F0838
D0345,B0249,ecommerce_delivery,243,274,76,F5576
D0345,B4306,ecommerce_delivery,285,315,69,F3893
D0345,B2803,ecommerce_delivery,323,350,51,F2260
D0345,B8563,ecommerce_delivery,379,403,40,F1013
D0345,B0722,ecommerce_delivery,410,434,40,F3280
D0345,B6643,ecommerce_delivery,441,469,56,F3317
D0345,B7600,ecommerce_delivery,483,505,33,F0064
D0345,B0993,ecommerce_delivery,520,535,13,F0617
D0345,B8382,ecommerce_delivery,540,570,73,F6303
D0353,A096,site,0,0,0,
D0353,B8618,ecommerce_delivery,8,29,26,F4689
D0353,B7394,ecommerce_delivery,53,74,29,F0196
D0353,B7052,ecommerce_delivery,109,126,17,F1747
D0353,B7619,ecommerce_delivery,165,180,13,F5109
D0353,B7062,ecommerce_delivery,211,243,80,F2109
D0353,B1983,ecommerce_delivery,257,279,34,F3759
D0353,B9063,ecommerce_delivery,284,319,97,F3802
D0353,B1840,ecommerce_delivery,342,373,74,F0087
D0353,B3672,ecommerce_delivery,382,411,66,F3999
D0353,B6770,ecommerce_delivery,420,447,54,F5633
D0353,B5328,ecommerce_delivery,464,487,33,F4146
D0353,B8413,ecommerce_delivery,516,537,30,F6446
D0361,A091,site,0,0,0,
D0361,B6743,ecommerce_delivery,25,49,41,F4675
D0361,B6002,ecommerce_delivery,77,98,28,F0191
D0361,B8790,ecommerce_delivery,104,128,39,F4320
D0361,B6178,ecommerce_delivery,165,190,47,F1738
D0361,B5661,ecommerce_delivery,245,276,77,F4067
D0361,B3405,ecommerce_delivery,281,304,39,F0099
D0361,B2502,ecommerce_delivery,349,374,44,F3286
D0361,B6491,ecommerce_delivery,376,403,52,F3315
D0361,B3121,ecommerce_delivery,423,449,48,F3886
D0361,B5771,ecommerce_delivery,456,478,31,F2284
D0361,S164,shop,491,502,4,E1672
D0361,B8802,ecommerce_delivery,502,535,84,F6306
D0361,B5781,ecommerce_delivery,542,566,38,F5621
D0369,A007,site,0,0,0,
D0369,B0958,ecommerce_delivery,58,84,49,F0134
D0369,B5652,ecommerce_delivery,110,135,43,F4066
D0369,B8315,ecommerce_delivery,144,169,43,F4244
D0369,B1603,ecommerce_delivery,175,188,8,F0861
D0369,B5460,ecommerce_delivery,196,229,85,F0869
D0369,B1659,ecommerce_delivery,250,275,45,F4639
D0369,B4945,ecommerce_delivery,301,325,43,F3678
D0369,B6617,ecommerce_delivery,350,369,23,F3229
D0369,B0794,ecommerce_delivery,376,395,21,F3133
D0369,B6528,ecommerce_delivery,433,461,58,F1958
D0369,B1853,ecommerce_delivery,468,494,48,F1908
D0369,B6871,ecommerce_delivery,517,539,32,F4731
D0369,B2410,ecommerce_delivery,557,591,90,F5592
D0369,B6161,ecommerce_delivery,625,645,24,F6433
D0377,A109,site,0,0,0,
D0377,B1971,ecommerce_delivery,73,103,73,F0623
D0377,B6805,ecommerce_delivery,121,152,72,F4012
D0377,B0430,ecommerce_delivery,153,180,53,F3979
D0377,B0436,ecommerce_delivery,211,238,53,F0883
D0377,B7368,ecommerce_delivery,239,273,91,F0918
D0377,B7733,ecommerce_delivery,275,301,51,F3791
D0377,B1868,ecommerce_delivery,319,343,40,F2017
D0377,B0135,ecommerce_delivery,346,374,56,F1990
D0377,B7919,ecommerce_delivery,376,400,42,F2120
D0377,B5287,ecommerce_delivery,476,502,51,F4512
D0377,B2173,ecommerce_delivery,540,567,55,F4278
D0377,S121,shop,588,597,2,E1514
D0377,B0169,ecommerce_delivery,600,632,80,F6482
D0377,B5104,ecommerce_delivery,642,675,87,F5611
D0385,A054,site,0,0,0,
D0385,B8902,ecommerce_delivery,15,37,32,F0074
D0385,B2336,ecommerce_delivery,39,64,43,F0028
D0385,B8948,ecommerce_delivery,80,101,28,F6262
D0385,B9149,ecommerce_delivery,121,150,61,F0930
D0385,B2525,ecommerce_delivery,152,185,85,F0894
D0385,B8699,ecommerce_delivery,194,224,65,F3801
D0385,B7037,ecommerce_delivery,253,282,61,F2108
D0385,B0978,ecommerce_delivery,283,315,81,F2002
D0385,B8957,ecommerce_delivery,382,411,65,F4542
D0385,B1922,ecommerce_delivery,433,465,80,F4275
D0385,B5722,ecommerce_delivery,494,525,77,F5095
D0385,B5449,ecommerce_delivery,533,553,23,F4065
D0385,B2477,ecommerce_delivery,561,592,72,F3988
D0385,S306,shop,603,611,1,E2465
D0385,B3996,ecommerce_delivery,617,652,98,F0628
D0393,A086,site,0,0,0,
D0393,B2973,ecommerce_delivery,16,41,43,F0864
D0393,B3970,ecommerce_delivery,54,87,89,F1934
D0393,B0083,ecommerce_delivery,89,118,67,F1892
D0393,B7092,ecommerce_delivery,135,167,84,F0122
D0393,B1972,ecommerce_delivery,168,193,43,F0090
D0393,B5873,ecommerce_delivery,230,258,59,F2088
D0393,B5364,ecommerce_delivery,279,310,76,F3777
D0393,B8131,ecommerce_delivery,346,372,50,F3922
D0393,B6837,ecommerce_delivery,408,432,38,F4115
D0393,B0917,ecommerce_delivery,490,514,40,F4478
D0393,B7965,ecommerce_delivery,557,573,14,F4741
D0393,B5971,ecommerce_delivery,610,635,42,F5622
D0393,B2589,ecommerce_delivery,663,683,24,F6403
D0401,A058,site,0,0,0,
D0401,B4230,ecommerce_delivery,27,49,34,F4504
D0401,B6954,ecommerce_delivery,67,96,64,F0195
D0401,B0389,ecommerce_delivery,118,145,53,F3125
D0401,B7148,ecommerce_delivery,146,172,48,F3240
